CODE,Аймаг,Aimag,Сум,Soum,ургац,Crop,Year1
34331,Сэлэнгэ,Selenge,Сайхан,Saikhan,Гар тэжээл,Handmade fodder,79.58
34331,Сэлэнгэ,Selenge,Сайхан,Saikhan,Хужир шүү,Mineral fodder,68.82
34334,Сэлэнгэ,Selenge,Сант,Sant,"Бэлтгэсэн өвс, хадлан",Hay harvest,9360
34334,Сэлэнгэ,Selenge,Сант,Sant,Хужир шүү,Mineral fodder,91.8
34337,Сэлэнгэ,Selenge,Түшиг,Tushig,Тэжээлийн ургамал,Fodder crops,1607.8
34337,Сэлэнгэ,Selenge,Түшиг,Tushig,"Бэлтгэсэн өвс, хадлан",Hay harvest,8672
34337,Сэлэнгэ,Selenge,Түшиг,Tushig,Хужир шүү,Mineral fodder,147.9
34340,Сэлэнгэ,Selenge,Хүдэр,Khuder,"Бэлтгэсэн өвс, хадлан",Hay harvest,10409
34340,Сэлэнгэ,Selenge,Хүдэр,Khuder,Гар тэжээл,Handmade fodder,1.7
34340,Сэлэнгэ,Selenge,Хүдэр,Khuder,Хужир шүү,Mineral fodder,7.22
34343,Сэлэнгэ,Selenge,Хушаат,Khushaat,Тэжээлийн ургамал,Fodder crops,1560
34343,Сэлэнгэ,Selenge,Хушаат,Khushaat,"Бэлтгэсэн өвс, хадлан",Hay harvest,6667
34343,Сэлэнгэ,Selenge,Хушаат,Khushaat,Гар тэжээл,Handmade fodder,55.25
34343,Сэлэнгэ,Selenge,Хушаат,Khushaat,Хужир шүү,Mineral fodder,172.92
34346,Сэлэнгэ,Selenge,Цагааннуур,Tsagaannuur,Тэжээлийн ургамал,Fodder crops,16645
34346,Сэлэнгэ,Selenge,Цагааннуур,Tsagaannuur,"Бэлтгэсэн өвс, хадлан",Hay harvest,16463
34346,Сэлэнгэ,Selenge,Цагааннуур,Tsagaannuur,Гар тэжээл,Handmade fodder,0.4
34346,Сэлэнгэ,Selenge,Цагааннуур,Tsagaannuur,Хужир шүү,Mineral fodder,549.6
34349,Сэлэнгэ,Selenge,Шаамар,Shaamar,"Бэлтгэсэн өвс, хадлан",Hay harvest,6724
34349,Сэлэнгэ,Selenge,Шаамар,Shaamar,Гар тэжээл,Handmade fodder,10.3
34349,Сэлэнгэ,Selenge,Шаамар,Shaamar,Хужир шүү,Mineral fodder,77.06
34401,Дорноговь,Dornogovi,Сайншанд,Sainshand,"Бэлтгэсэн өвс, хадлан",Hay harvest,675.16
34401,Дорноговь,Dornogovi,Сайншанд,Sainshand,Гар тэжээл,Handmade fodder,58.19
34404,Дорноговь,Dornogovi,Айраг,Airag,"Бэлтгэсэн өвс, хадлан",Hay harvest,187.41
34404,Дорноговь,Dornogovi,Айраг,Airag,Гар тэжээл,Handmade fodder,19.77
34404,Дорноговь,Dornogovi,Айраг,Airag,Хужир шүү,Mineral fodder,55.2
34407,Дорноговь,Dornogovi,Алтанширээ,Altanshiree,"Бэлтгэсэн өвс, хадлан",Hay harvest,158.56
34407,Дорноговь,Dornogovi,Алтанширээ,Altanshiree,Гар тэжээл,Handmade fodder,7.01
34407,Дорноговь,Dornogovi,Алтанширээ,Altanshiree,Хужир шүү,Mineral fodder,2.6
34410,Дорноговь,Dornogovi,Даланжаргалан,Dalanjargalan,Тэжээлийн ургамал,Fodder crops,7
34410,Дорноговь,Dornogovi,Даланжаргалан,Dalanjargalan,"Бэлтгэсэн өвс, хадлан",Hay harvest,736.45
34410,Дорноговь,Dornogovi,Даланжаргалан,Dalanjargalan,Гар тэжээл,Handmade fodder,46.9
34410,Дорноговь,Dornogovi,Даланжаргалан,Dalanjargalan,Хужир шүү,Mineral fodder,92.05
34413,Дорноговь,Dornogovi,Дэлгэрэх,Delgerekh,"Бэлтгэсэн өвс, хадлан",Hay harvest,1844.7
34413,Дорноговь,Dornogovi,Дэлгэрэх,Delgerekh,Гар тэжээл,Handmade fodder,35.9
34413,Дорноговь,Dornogovi,Дэлгэрэх,Delgerekh,Хужир шүү,Mineral fodder,76
34419,Дорноговь,Dornogovi,Иххэт,Ikhkhet,Тэжээлийн ургамал,Fodder crops,1
34419,Дорноговь,Dornogovi,Иххэт,Ikhkhet,"Бэлтгэсэн өвс, хадлан",Hay harvest,457.3
34419,Дорноговь,Dornogovi,Иххэт,Ikhkhet,Гар тэжээл,Handmade fodder,16.85
34419,Дорноговь,Dornogovi,Иххэт,Ikhkhet,Хужир шүү,Mineral fodder,62.95
34422,Дорноговь,Dornogovi,Мандах,Mandakh,"Бэлтгэсэн өвс, хадлан",Hay harvest,349.1
34422,Дорноговь,Dornogovi,Мандах,Mandakh,Гар тэжээл,Handmade fodder,3.5
34422,Дорноговь,Dornogovi,Мандах,Mandakh,Хужир шүү,Mineral fodder,1
34425,Дорноговь,Dornogovi,Өргөн,Urgun,"Бэлтгэсэн өвс, хадлан",Hay harvest,534.77
34425,Дорноговь,Dornogovi,Өргөн,Urgun,Гар тэжээл,Handmade fodder,5.27
34425,Дорноговь,Dornogovi,Өргөн,Urgun,Хужир шүү,Mineral fodder,0.09
34428,Дорноговь,Dornogovi,Сайхандулаан,Saikhandulaan,"Бэлтгэсэн өвс, хадлан",Hay harvest,641.1
34428,Дорноговь,Dornogovi,Сайхандулаан,Saikhandulaan,Гар тэжээл,Handmade fodder,18.9
34431,Дорноговь,Dornogovi,Улаанбадрах,Ulaanbadrakh,"Бэлтгэсэн өвс, хадлан",Hay harvest,195.06
34431,Дорноговь,Dornogovi,Улаанбадрах,Ulaanbadrakh,Гар тэжээл,Handmade fodder,0.45
34431,Дорноговь,Dornogovi,Улаанбадрах,Ulaanbadrakh,Хужир шүү,Mineral fodder,31.15
34434,Дорноговь,Dornogovi,Хатанбулаг,Khatanbulag,"Бэлтгэсэн өвс, хадлан",Hay harvest,561.74
